"age","gender","country","E","N","A","C","O","c_name","region","sub_region","country_code"
26,2,"US",28,7,35,33,24,"United States of America","Americas","Northern America",840
21,1,"US",2,1,37,13,30,"United States of America","Americas","Northern America",840
21,2,"US",32,10,31,31,31,"United States of America","Americas","Northern America",840
23,1,"US",0,22,10,35,34,"United States of America","Americas","Northern America",840
43,2,"US",9,17,37,35,36,"United States of America","Americas","Northern America",840
30,2,"US",7,7,37,34,27,"United States of America","Americas","Northern America",840
56,2,"US",28,32,38,27,31,"United States of America","Americas","Northern America",840
67,1,"US",11,26,33,32,38,"United States of America","Americas","Northern America",840
14,2,"US",35,26,37,31,36,"United States of America","Americas","Northern America",840
40,1,"US",11,29,26,29,31,"United States of America","Americas","Northern America",840
22,1,"US",20,14,28,20,34,"United States of America","Americas","Northern America",840
58,1,"US",14,6,34,26,40,"United States of America","Americas","Northern America",840
16,1,"US",18,23,25,20,31,"United States of America","Americas","Northern America",840
34,2,"US",19,18,31,28,27,"United States of America","Americas","Northern America",840
16,2,"US",5,14,17,20,28,"United States of America","Americas","Northern America",840
15,2,"US",25,21,34,23,33,"United States of America","Americas","Northern America",840
33,2,"US",28,13,34,30,26,"United States of America","Americas","Northern America",840
19,1,"US",27,29,35,23,23,"United States of America","Americas","Northern America",840
48,2,"US",35,15,32,34,30,"United States of America","Americas","Northern America",840
20,2,"US",31,32,32,25,22,"United States of America","Americas","Northern America",840
28,1,"US",36,26,32,15,33,"United States of America","Americas","Northern America",840
55,2,"US",29,19,29,30,32,"United States of America","Americas","Northern America",840
28,2,"US",15,16,29,20,16,"United States of America","Americas","Northern America",840
15,2,"US",8,23,9,35,35,"United States of America","Americas","Northern America",840
52,1,"US",3,23,15,28,40,"United States of America","Americas","Northern America",840
21,1,"US",20,13,37,26,33,"United States of America","Americas","Northern America",840
48,1,"US",26,39,40,34,37,"United States of America","Americas","Northern America",840
21,1,"US",19,7,38,21,30,"United States of America","Americas","Northern America",840
33,1,"US",38,24,37,17,31,"United States of America","Americas","Northern America",840
39,2,"US",33,34,32,21,35,"United States of America","Americas","Northern America",840
17,2,"US",22,17,21,26,31,"United States of America","Americas","Northern America",840
19,1,"US",13,30,18,18,23,"United States of America","Americas","Northern America",840
20,2,"US",1,3,8,18,20,"United States of America","Americas","Northern America",840
14,2,"US",38,34,31,25,23,"United States of America","Americas","Northern America",840
18,2,"US",18,7,27,10,35,"United States of America","Americas","Northern America",840
24,1,"US",37,21,36,30,34,"United States of America","Americas","Northern America",840
19,2,"US",26,25,35,30,26,"United States of America","Americas","Northern America",840
22,2,"US",18,9,25,28,21,"United States of America","Americas","Northern America",840
18,2,"US",29,13,31,21,22,"United States of America","Americas","Northern America",840
22,2,"US",19,31,32,27,39,"United States of America","Americas","Northern America",840
23,1,"US",12,23,32,25,26,"United States of America","Americas","Northern America",840
15,2,"US",28,26,36,39,39,"United States of America","Americas","Northern America",840
39,1,"US",30,20,39,40,37,"United States of America","Americas","Northern America",840
24,2,"US",17,15,18,29,23,"United States of America","Americas","Northern America",840
36,2,"US",36,19,37,19,28,"United States of America","Americas","Northern America",840
15,2,"US",10,27,26,21,25,"United States of America","Americas","Northern America",840
64,2,"US",34,31,33,29,34,"United States of America","Americas","Northern America",840
22,2,"US",31,14,23,13,33,"United States of America","Americas","Northern America",840
30,2,"US",36,25,39,22,33,"United States of America","Americas","Northern America",840
22,1,"US",32,27,28,23,33,"United States of America","Americas","Northern America",840
33,2,"US",15,21,13,32,21,"United States of America","Americas","Northern America",840
45,2,"US",35,24,38,21,38,"United States of America","Americas","Northern America",840
18,2,"US",23,21,28,31,26,"United States of America","Americas","Northern America",840
18,2,"US",24,21,28,30,27,"United States of America","Americas","Northern America",840
17,1,"US",17,18,33,13,35,"United States of America","Americas","Northern America",840
29,2,"US",12,30,37,31,29,"United States of America","Americas","Northern America",840
26,2,"US",21,20,37,24,31,"United States of America","Americas","Northern America",840
18,2,"US",36,24,35,26,28,"United States of America","Americas","Northern America",840
21,2,"US",14,17,21,40,32,"United States of America","Americas","Northern America",840
13,2,"US",20,13,30,18,31,"United States of America","Americas","Northern America",840
18,2,"US",26,29,38,23,37,"United States of America","Americas","Northern America",840
17,1,"US",26,40,38,23,38,"United States of America","Americas","Northern America",840
22,2,"US",13,25,27,34,29,"United States of America","Americas","Northern America",840
43,1,"US",13,24,23,25,23,"United States of America","Americas","Northern America",840
28,2,"US",8,33,32,33,37,"United States of America","Americas","Northern America",840
29,1,"US",27,23,21,20,24,"United States of America","Americas","Northern America",840
20,2,"US",12,11,19,19,21,"United States of America","Americas","Northern America",840
16,2,"US",16,17,19,21,22,"United States of America","Americas","Northern America",840
20,2,"US",8,5,29,20,22,"United States of America","Americas","Northern America",840
20,2,"US",17,28,36,31,28,"United States of America","Americas","Northern America",840
19,2,"US",27,21,18,23,30,"United States of America","Americas","Northern America",840
22,1,"US",21,25,34,25,33,"United States of America","Americas","Northern America",840
20,1,"US",19,18,25,24,38,"United States of America","Americas","Northern America",840
24,1,"US",2,20,25,15,32,"United States of America","Americas","Northern America",840
21,1,"US",33,29,23,34,31,"United States of America","Americas","Northern America",840
21,2,"US",32,21,33,24,31,"United States of America","Americas","Northern America",840
50,2,"US",14,25,26,28,28,"United States of America","Americas","Northern America",840
23,2,"US",15,16,36,36,26,"United States of America","Americas","Northern America",840
18,2,"US",8,13,28,16,24,"United States of America","Americas","Northern America",840
28,1,"US",12,26,18,31,27,"United States of America","Americas","Northern America",840
18,2,"US",35,23,23,23,34,"United States of America","Americas","Northern America",840
20,2,"US",14,6,36,25,26,"United States of America","Americas","Northern America",840
24,1,"US",7,21,23,22,30,"United States of America","Americas","Northern America",840
19,1,"US",13,20,38,31,36,"United States of America","Americas","Northern America",840
28,2,"US",15,22,28,29,21,"United States of America","Americas","Northern America",840
21,1,"US",22,22,31,19,36,"United States of America","Americas","Northern America",840
25,1,"US",37,17,26,18,32,"United States of America","Americas","Northern America",840
21,2,"US",15,17,27,27,38,"United States of America","Americas","Northern America",840
20,2,"US",17,21,30,32,27,"United States of America","Americas","Northern America",840
21,2,"US",12,8,35,31,33,"United States of America","Americas","Northern America",840
48,2,"US",38,33,33,39,35,"United States of America","Americas","Northern America",840
19,1,"US",14,25,34,23,28,"United States of America","Americas","Northern America",840
21,1,"US",1,27,25,21,34,"United States of America","Americas","Northern America",840
14,1,"US",18,29,14,15,32,"United States of America","Americas","Northern America",840
30,2,"US",25,14,30,23,23,"United States of America","Americas","Northern America",840
24,2,"US",22,3,28,23,38,"United States of America","Americas","Northern America",840
31,2,"US",18,21,35,23,24,"United States of America","Americas","Northern America",840
57,1,"US",40,26,39,35,28,"United States of America","Americas","Northern America",840
26,2,"US",29,16,40,15,31,"United States of America","Americas","Northern America",840
22,1,"US",33,31,29,24,39,"United States of America","Americas","Northern America",840
18,1,"US",4,6,16,14,40,"United States of America","Americas","Northern America",840
21,2,"US",33,23,38,25,30,"United States of America","Americas","Northern America",840
62,2,"US",26,28,36,32,35,"United States of America","Americas","Northern America",840
27,2,"US",24,13,22,24,26,"United States of America","Americas","Northern America",840
20,2,"US",10,15,36,27,26,"United States of America","Americas","Northern America",840
37,2,"US",29,31,33,40,21,"United States of America","Americas","Northern America",840
26,2,"US",13,13,29,28,26,"United States of America","Americas","Northern America",840
37,1,"US",19,34,31,32,26,"United States of America","Americas","Northern America",840
33,2,"US",33,31,32,32,31,"United States of America","Americas","Northern America",840
54,2,"US",15,10,12,39,19,"United States of America","Americas","Northern America",840
14,2,"US",9,16,31,17,33,"United States of America","Americas","Northern America",840
39,2,"US",20,26,26,33,30,"United States of America","Americas","Northern America",840
60,1,"US",30,24,35,34,22,"United States of America","Americas","Northern America",840
22,1,"US",16,30,36,32,34,"United States of America","Americas","Northern America",840
49,2,"US",27,25,33,31,30,"United States of America","Americas","Northern America",840
